,City,Country,Date,Latitude,Longitude,Max Temperature,Humidity,Cloudiness,Wind Speed
374,Ulaangom,MN,1579382939,49.98,92.07,-14.1,97,17,1.83
375,Mount Pleasant,US,1579382602,32.79,-79.86,68.0,72,20,6.93
376,Kiama,AU,1579382548,-34.68,150.87,69.01,82,100,5.82
377,Karoi,ZW,1579382940,-16.81,29.69,68.31,91,100,5.21
378,Tomatlan,MX,1579382581,19.93,-105.25,95.27,21,18,8.9
379,Bullhead City,US,1579382726,35.15,-114.57,64.4,17,40,26.4
380,Los Llanos de Aridane,ES,1579382735,28.66,-17.92,64.4,68,40,10.29
381,Belyy Yar,RU,1579382941,53.6,91.39,-9.4,83,39,4.47
382,Arti,RU,1579382941,56.42,58.53,21.07,97,95,6.17
383,Edmundston,CA,1579382830,47.37,-68.33,1.99,77,1,2.53
384,Solnechnyy,RU,1579382348,50.72,136.63,-7.69,91,85,1.34
385,Inirida,CO,1579382941,3.87,-67.92,90.79,58,41,1.52
386,Talara,PE,1579382912,-4.58,-81.27,62.6,100,82,16.11
387,Katobu,ID,1579382942,-4.94,122.53,75.4,94,51,1.83
388,Itoman,JP,1579382823,26.12,127.67,60.8,55,75,6.93
389,Xiaoshi,CN,1579382942,41.3,124.12,21.2,92,100,4.47
390,Taltal,CL,1579382942,-25.4,-70.48,69.46,72,73,6.4
391,Matamoros,MX,1579382943,25.53,-103.25,78.8,41,40,2.24
392,Luau,AO,1579382835,-10.71,22.22,67.48,96,100,6.53
393,Shache,CN,1579382608,38.42,77.24,19.96,68,0,3.8
394,Saint George's,GD,1579382943,12.06,-61.75,84.2,70,20,13.87
395,West Wendover,US,1579382828,40.74,-114.07,33.8,59,1,3.36
396,Bamako,ML,1579382795,12.65,-8.0,77.0,16,0,8.05
397,Mago,RU,1579382944,53.25,140.18,-12.89,99,61,2.71
398,Manavalakurichi,IN,1579382944,8.13,77.3,82.4,78,40,2.24
399,La Seyne-sur-Mer,FR,1579382944,43.1,5.88,41.0,86,0,3.36
400,Talgar,KZ,1579382944,43.3,77.24,8.6,84,40,4.47
401,Trofors,NO,1579382944,65.53,13.41,41.0,75,95,14.99
402,Ancud,CL,1579382370,-41.87,-73.82,69.8,56,0,9.17
403,Raudeberg,NO,1579382651,61.99,5.14,41.0,80,100,31.09
404,Tiznit,MA,1579382460,29.58,-9.5,55.2,34,0,0.96
405,San Policarpo,PH,1579382945,12.18,125.51,76.41,89,68,4.5
406,Marquette,US,1579382945,46.53,-87.63,27.0,86,90,3.36
407,Nome,US,1579382764,64.5,-165.41,1.4,70,1,13.87
408,Comodoro Rivadavia,AR,1579382276,-45.87,-67.5,78.8,31,0,17.22
409,Sukabumi,ID,1579382946,-6.92,106.93,78.01,86,31,2.04
410,Kyzyl-Suu,KG,1579382946,42.34,78.0,17.33,58,0,7.96
411,Bandarbeyla,SO,1579382947,9.49,50.81,76.24,73,100,23.47
412,Yoichi,JP,1579382947,43.2,140.77,15.01,85,75,4.7
413,Mogadishu,SO,1579382656,2.04,45.34,79.81,75,65,29.66
414,Hvide Sande,DK,1579382947,56.0,8.13,42.01,86,0,8.05
415,Ostrovnoy,RU,1579382948,68.05,39.51,4.87,70,24,4.65
416,Gwadar,PK,1579382948,25.12,62.33,68.41,33,100,2.89
417,Norman Wells,CA,1579382557,65.28,-126.83,-7.6,69,5,8.05
418,Manbij,SY,1579382948,36.53,37.95,37.4,74,75,4.7
419,Zhanaozen,KZ,1579382949,43.3,52.8,29.84,93,96,12.03
420,Ponta Delgada,PT,1579382949,37.73,-25.67,62.6,93,75,6.93
421,Grindavik,IS,1579382949,63.84,-22.43,37.4,86,90,25.28
422,Kashgar,CN,1579382949,39.45,75.98,21.2,73,0,8.95
423,Jardim,BR,1579382854,-21.48,-56.14,86.54,65,100,8.05
424,Port Lincoln,AU,1579382771,-34.73,135.87,61.05,80,70,15.12
425,Banda Aceh,ID,1579382489,5.56,95.32,72.21,93,4,4.25
426,Koslan,RU,1579382950,63.46,48.9,8.82,94,100,5.21
427,Simav,TR,1579382950,39.09,28.98,25.16,88,0,5.55
428,Vanimo,PG,1579382950,-2.67,141.3,82.22,82,100,22.77
429,Manati,PR,1579382950,18.43,-66.49,82.99,65,40,13.87
430,Hoi An,VN,1579382951,15.88,108.33,71.6,88,40,3.36
431,Wajir,KE,1579382951,1.75,40.06,86.29,33,8,9.04
432,Zhuanghe,CN,1579382810,39.7,122.99,30.0,84,73,12.12
433,Miraflores,MX,1579382951,19.22,-98.81,84.2,30,75,4.7
434,Vila Franca do Campo,PT,1579382951,37.72,-25.43,62.6,93,75,6.93
435,Harnai,PK,1579382951,30.1,67.94,44.08,31,0,2.51
436,Soe,ID,1579382952,-9.86,124.28,74.52,76,100,4.94
437,Lusambo,CD,1579382952,-4.97,23.45,69.06,92,100,1.3
438,Kabompo,ZM,1579382952,-13.59,24.2,67.15,91,30,5.46
439,Pokhara,NP,1579382783,28.23,83.98,47.21,69,0,3.38
440,Dubbo,AU,1579382953,-32.25,148.62,71.6,73,33,12.75
441,Yinchuan,CN,1579382939,38.47,106.27,21.0,29,0,6.78
442,Chara,RU,1579382780,56.91,118.26,-16.91,68,0,0.51
443,Peniche,PT,1579382435,39.36,-9.38,57.2,71,40,11.41
444,Guiglo,CI,1579382953,6.55,-7.5,77.5,30,0,2.71
445,Grandview,US,1579382661,38.89,-94.53,35.01,51,1,14.99
446,Mahibadhoo,MV,1579382850,3.78,72.97,81.9,79,100,13.85
447,'Ewa Beach,US,1579382819,21.32,-158.01,78.8,44,40,12.75
448,Vila Velha,BR,1579382451,-20.33,-40.29,78.8,65,75,14.99
449,Olinda,BR,1579382657,-8.01,-34.86,84.2,70,20,10.29
450,Sola,VU,1579382478,-13.88,167.55,86.0,84,75,10.02
451,Port-Gentil,GA,1579382644,-0.72,8.78,78.8,100,20,7.09
452,Luwingu,ZM,1579382955,-10.26,29.93,64.81,96,100,7.76
453,Fare,PF,1579382584,-16.7,-151.02,81.48,79,99,17.18
454,Walvis Bay,NA,1579382955,-22.96,14.51,66.2,82,0,6.93
455,Benguela,AO,1579382956,-12.58,13.41,79.36,71,0,1.74
456,Camopi,GF,1579382555,3.17,-52.32,77.4,92,15,4.16
457,Bhachau,IN,1579382956,23.28,70.35,60.49,43,0,12.55
458,Melilla,ES,1579382501,35.29,-2.94,59.0,67,90,1.12
459,Ararangua,BR,1579382956,-28.93,-49.49,74.57,66,95,11.34
460,Johi,PK,1579382956,26.69,67.61,54.37,36,50,3.06
461,Denpasar,ID,1579382794,-8.65,115.22,80.6,94,75,3.36
462,Kawalu,ID,1579382957,-7.38,108.21,71.33,94,72,1.39
463,Manta,EC,1579382957,-0.95,-80.73,86.0,70,40,9.17
464,Turbat,PK,1579382957,26.0,63.04,55.33,33,100,6.6
465,Santa Maria da Vitoria,BR,1579382958,-13.39,-44.19,80.2,75,58,2.71
466,Moundsville,US,1579382958,39.92,-80.74,44.01,87,90,18.34
467,Sao Borja,BR,1579382959,-28.66,-56.0,90.37,45,70,6.71
468,Cody,US,1579382928,44.53,-109.06,37.0,31,1,18.34
469,Peru,US,1579382792,40.75,-86.07,36.0,100,90,19.46
470,Vitim,RU,1579382960,59.45,112.56,11.26,93,100,9.26
471,Seoul,KR,1579382898,37.57,126.98,30.2,80,75,3.0
472,Bathsheba,BB,1579382590,13.22,-59.52,82.4,61,20,20.8
473,Kralendijk,BQ,1579382961,12.15,-68.27,82.4,69,40,23.04
474,Sao Felix do Xingu,BR,1579382712,-6.64,-51.99,83.62,72,14,3.78
475,Esmeraldas,BR,1579382870,-19.76,-44.31,80.6,61,20,8.05
476,Springfield,US,1579382962,37.22,-93.3,42.01,51,1,14.99
477,Maceio,BR,1579382212,-9.67,-35.74,84.2,70,40,13.87
478,Nabire,ID,1579382651,-3.37,135.48,73.44,95,42,1.7
479,Kholodnyy,RU,1579382964,62.72,147.95,-25.53,99,93,3.51
480,Bad Kreuznach,DE,1579382964,49.83,7.87,39.2,89,75,3.36
481,Kinsale,IE,1579382824,51.71,-8.53,37.4,86,20,4.7
482,Muros,ES,1579382748,42.78,-9.06,55.99,100,75,4.7
483,Sittwe,MM,1579382607,20.15,92.9,67.35,62,0,5.64
484,Coahuayana Viejo,MX,1579382965,18.73,-103.68,82.4,51,75,11.41
485,Khanpur,PK,1579382965,28.65,70.66,53.56,37,0,5.93
486,Carnot,CF,1579382966,4.94,15.87,75.2,26,100,1.9
487,Veshkayma,RU,1579382966,54.05,47.13,30.79,92,100,6.49
488,Amapa,BR,1579382966,1.0,-52.0,77.59,96,79,2.66
489,Sidi Ali,DZ,1579382967,36.1,0.42,50.61,61,100,5.41
490,Valleyview,CA,1579382967,55.07,-117.29,-2.42,87,100,10.2
491,Mildura,AU,1579382967,-34.2,142.15,62.01,55,0,4.7
492,Morro Bay,US,1579382878,35.37,-120.85,62.01,58,1,5.82
493,Buala,SB,1579382965,-8.14,159.59,81.43,76,15,7.02
494,Dzilam Gonzalez,MX,1579382887,21.28,-88.93,77.52,79,1,23.13
495,Azua,DO,1579382968,18.45,-70.73,86.0,55,40,17.22
496,Zhigansk,RU,1579382968,66.77,123.37,-11.99,95,100,19.53
497,Ketchikan,US,1579382757,55.34,-131.65,35.6,74,90,18.34
498,Gizo,SB,1579382253,-8.1,156.84,79.47,79,0,6.62
499,Xinzhi,CN,1579382969,36.5,111.7,15.42,72,0,7.11
500,Haines Junction,CA,1579382969,60.75,-137.51,-22.97,97,96,6.96
501,Krumovgrad,BG,1579382970,41.47,25.65,33.91,81,100,5.75
502,Malumfashi,NG,1579382970,11.79,7.62,65.3,26,0,11.41
503,Ambilobe,MG,1579382971,-13.2,49.05,77.54,90,100,1.83
504,Dzaoudzi,YT,1579382971,-12.79,45.27,84.2,83,75,11.41
505,Omsukchan,RU,1579382971,62.53,155.8,-29.09,94,53,2.48
506,Mogok,MM,1579382971,22.92,96.5,55.92,61,0,2.93
507,La Asuncion,VE,1579382884,11.03,-63.86,84.2,66,0,18.34
508,Marabba,SD,1579382972,12.35,32.18,69.64,24,92,16.62
509,Djambala,CG,1579382972,-2.54,14.75,71.35,86,24,2.77
510,Usakos,NA,1579382973,-22.0,15.6,66.87,66,0,7.92
511,Amuntai,ID,1579382871,-2.42,115.25,74.71,90,42,1.48
512,Flinders,AU,1579382732,-34.58,150.86,69.01,82,100,5.82
513,Ust'-Kut,RU,1579382973,56.79,105.77,12.87,88,100,16.58
514,Porto Belo,BR,1579382973,-27.16,-48.55,77.0,61,75,6.93
515,Soc Trang,VN,1579382974,9.6,105.98,75.2,88,20,4.7
516,Kawasaki,JP,1579382974,35.52,139.72,43.0,55,20,11.41
517,Chernoyerkovskaya,RU,1579382974,45.43,37.77,33.8,86,75,17.9
518,Tarnos,FR,1579382974,43.54,-1.46,50.0,81,75,10.29
519,Adeje,ES,1579382975,28.12,-16.73,68.0,22,0,19.46
520,Rani,IN,1579382975,25.35,73.31,50.61,36,0,5.95
521,Northam,GB,1579382792,51.03,-4.22,39.0,93,83,2.24
522,Aklavik,CA,1579382688,68.22,-135.01,-2.2,74,5,6.93
523,Ituacu,BR,1579382976,-13.81,-41.3,82.72,49,0,4.5
524,Campo Maior,BR,1579382976,-4.83,-42.17,79.5,85,100,1.95
525,Shetpe,KZ,1579382977,44.17,52.12,30.31,92,100,11.41
526,Antalya,TR,1579382893,36.77,30.72,46.4,39,0,9.17
527,Kumul,CN,1579382586,42.8,93.45,12.96,54,0,2.17
528,Ergani,TR,1579382978,38.27,39.76,37.4,79,93,4.7
529,Nanortalik,GL,1579382979,60.14,-45.24,30.51,65,100,9.46
530,Guaranda,EC,1579382979,-1.6,-79.0,59.2,67,100,0.92
531,Alofi,NU,1579382558,-19.06,-169.92,82.85,79,100,45.99
532,Amboasary,MG,1579382979,-25.03,46.38,80.6,83,20,4.7
533,Nara,JP,1579382979,34.69,135.8,36.0,86,20,3.36
534,Curup,ID,1579382980,-3.47,102.53,66.07,96,100,4.25
535,Mwene-Ditu,CD,1579382980,-7.0,23.45,66.9,96,100,3.53
536,Channel-Port aux Basques,CA,1579382421,47.57,-59.14,14.09,81,88,22.97
537,Kikwit,CD,1579382980,-5.04,18.82,68.07,86,100,1.1
538,Akureyri,IS,1579382981,65.68,-18.09,26.6,73,97,19.46
539,Nishihara,JP,1579382981,26.18,127.76,60.8,55,75,6.93
540,Banjar,ID,1579382503,-8.19,114.97,80.6,94,75,3.36
541,Tornio,FI,1579382981,65.85,24.13,28.4,92,90,9.17
542,Pasinler,TR,1579382982,39.98,41.68,8.6,78,75,3.36
543,Oktyabrskoye,RU,1579382982,43.06,44.74,23.97,89,91,0.76
544,Chilca,PE,1579382982,-12.52,-76.74,75.2,78,90,11.41
545,Bull Savanna,JM,1579382982,17.89,-77.59,78.33,61,19,7.56
546,Valle de Allende,MX,1579382547,26.93,-105.4,67.21,39,0,7.47
547,Aswan,EG,1579382752,24.09,32.91,57.2,47,23,12.75
548,Port Angeles,US,1579382983,48.12,-123.43,46.99,75,90,5.39
